,Predicted R_t
157,-0.030709231417391302
158,0.01775165062272727
159,0.012989197437142856
160,-0.025581711254545458
161,-0.0002512618889090905
162,-0.1268643544727273
163,-0.08009381009090909
164,0.046707630666666666
165,0.022871901772727275
166,-0.005262353060869566
167,0.03449235624761905
168,0.06726239742857143
169,0.028313836895652172
170,-0.04936616278
171,-0.046934734347826086
172,-0.03021341412272727
173,0.04865543751904763
174,0.05785796163043478
175,0.046611069047619046
176,0.0007817692272727272
177,-0.0055457463
178,0.04435010192857143
179,0.029875084652173912
180,-0.0028178935399999997
181,0.015949332872727272
182,-0.01650423530952381
183,0.0511006382
184,-0.014342884547619048
185,-0.007886941622727272
186,0.048396763521739126
187,0.00737450147
188,0.03902648386956522
189,0.025582057946363635
190,-0.009051242352380954
191,0.0327676331173913
192,-0.00782337906
193,0.020689671319047618
194,0.018378423777272727
195,0.008457457236956522
196,0.033306052749999995
197,-0.014218390513043478
198,-0.03523532479545454
199,0.04180009109523809
200,-0.048330139491304346
201,0.02172958842857143
202,0.032029163004545454
203,0.00699104418826087
204,0.0865269976
205,0.06609923576190477
206,0.023668289440909093
207,-0.015916291695454547
208,-0.011130377034761905
209,0.007084458434782608
210,0.0023136484523809528
211,-0.06905486768181818
212,0.012885922673913044
213,0.06534882795
214,-0.015115894077391305
215,-0.05455838804545454
216,-0.057058010745
217,0.041782927217391304
218,0.006018635909090908
219,-0.001022768871428571
220,-0.004270562995454545
221,-0.025662075977272727
222,0.043436602413636366
223,0.00953452602090909
224,0.0051175833999999995
225,-0.0037717519545454547
226,0.03633812785652174
227,0.04006115933333333
228,0.00109708996
229,0.030065009939130437
230,0.029036577904761905
231,0.041677385486363634
232,0.003620955138636363
233,-0.010239804206190476
234,-0.00022885780434782612
235,0.0069823445
236,0.03085715942857143
237,0.0058616881136363645
238,-0.0036503724133636365
239,0.014933937559090909
240,-0.018104136925
241,-0.017551667466956522
242,0.00423997505
243,0.040732917304347825
244,-0.011359558354545454
245,-0.0073358394585714285
246,0.005531251806956522
247,-0.012215717319047617
248,-0.027228247472727275
249,-0.030820049306818184
250,-0.0375784381047619
251,-0.013424362573913044
252,0.0475048928
253,0.03724328904545455
254,0.02638794390190476
255,0.010224752234782608
256,-0.008157272635238097
257,0.03269242547272727
258,-0.031694070347826085
259,0.0319922252
260,0.011148084643478261
261,0.03662560804545455
262,0.010826180138095238
263,0.020087689939130435
264,0.010132703138095238
265,-0.20631584052380952
266,-0.028416731622727273
267,0.03920123967272727
268,0.10788495747619048
269,0.030229925508695653
270,0.00014609573714285753
271,0.00618872363
272,-0.005426193908695652
273,0.013287516529999998
274,0.0783116922173913
275,0.019522522106818183
276,0.009153794255
277,0.02291807959090909
278,0.03974461009090909
279,0.014568172719047619
280,0.02125903183181818
281,0.0023595870504347824
282,0.028861906599999997
283,-0.0003052847227272724
284,-0.01575760014090909
285,0.04750484538095238
286,-0.026502215565217393
287,0.025167436333333335
288,-0.0424262996
